,0,1,2,3,4,5,6,7,8,9,10,11
954,MYR_4,RIC_5,,,,,,,,,,
955,ROA_6,RIC_7,CHO_8,ROA_9,RIC_10,,,,,,,
956,CHS_4,CAE_5,CHS_6,,,,,,,,,
957,RIC_4,MYR_5,CAE_6,CHS_7,CAE_8,,,,,,,
958,CHS_10,CAE_11,CHS_12,,,,,,,,,
959,CHO_7,RIC_8,CHO_9,RIC_10,CHO_11,ROA_12,RIC_13,,,,,
960,ROA_4,RIC_5,CHO_6,RIC_7,CHO_8,RIC_9,ROA_10,RIC_11,CHO_12,,,
961,CHS_6,GSP_7,,,,,,,,,,
962,RIC_8,ROA_9,CHO_10,RIC_11,ROA_12,,,,,,,
963,CHS_4,CAE_5,CHS_6,CAE_7,CHS_8,,,,,,,
964,ROA_9,RIC_10,ROA_11,,,,,,,,,
965,CAE_7,CHS_8,CAE_9,,,,,,,,,
966,ROA_3,RIC_4,MYR_5,CAE_6,CHS_7,GSP_8,CHS_9,CAE_10,CHS_11,CAE_12,,
967,CHS_9,CAE_10,CHS_11,CAE_12,,,,,,,,
968,CAE_10,CHS_11,,,,,,,,,,
969,ROA_6,RIC_7,,,,,,,,,,
970,GSP_6,CHS_7,GSP_8,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,,,
971,RIC_4,MYR_5,RIC_6,ROA_7,,,,,,,,
972,ROA_3,RIC_4,MYR_5,CAE_6,CHS_7,GSP_8,,,,,,
973,SHD_9,LYH_10,SHD_11,,,,,,,,,
974,ROA_7,RIC_8,,,,,,,,,,
975,RIC_7,ROA_8,RIC_9,CHO_10,ROA_11,,,,,,,
976,CHS_9,CAE_10,CHS_11,CAE_12,,,,,,,,
977,GSP_4,CHS_5,GSP_6,CHS_7,CAE_8,CHS_9,GSP_10,CHS_11,CAE_12,CHS_13,,
978,RIC_3,CHO_4,RIC_5,ROA_6,RIC_7,CHO_8,RIC_9,CHO_10,RIC_11,ROA_12,,
979,GSP_5,CHS_6,,,,,,,,,,
980,ROA_6,RIC_7,,,,,,,,,,
981,CAE_8,CHS_9,GSP_10,CHS_11,CAE_12,,,,,,,
982,CAE_5,CHS_6,CAE_7,CHS_8,CAE_9,CHS_10,CAE_11,CHS_12,,,,
983,CHO_10,ROA_11,RIC_12,ROA_13,,,,,,,,
984,ROA_10,RIC_11,,,,,,,,,,
985,ROA_7,RIC_8,CHO_9,ROA_10,RIC_11,ROA_12,RIC_13,,,,,
986,CAE_8,CHS_9,CAE_10,CHS_11,,,,,,,,
987,CAE_10,CHS_11,,,,,,,,,,
988,MYR_2,RIC_3,MYR_4,RIC_5,ROA_6,RIC_7,ROA_8,CHO_9,,,,
989,CHS_3,CAE_4,CHS_5,CAE_6,CHS_7,GSP_8,CHS_9,CAE_10,CHS_11,CAE_12,,
990,CHS_6,CAE_7,CHS_8,GSP_9,CHS_10,,,,,,,
991,MYR_3,RIC_4,CHO_5,ROA_6,,,,,,,,
992,CHS_9,CAE_10,,,,,,,,,,
993,GSP_7,CHS_8,CAE_9,CHS_10,CAE_11,,,,,,,
994,ROA_5,RIC_6,CHO_7,ROA_8,RIC_9,ROA_10,RIC_11,ROA_12,,,,
995,GSP_8,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,,,,,
996,GSP_8,CHS_9,CAE_10,,,,,,,,,
997,MYR_4,RIC_5,ROA_6,RIC_7,GSP_8,,,,,,,
998,ROA_8,RIC_9,ROA_10,RIC_11,ROA_12,RIC_13,,,,,,
999,CHO_4,RIC_5,ROA_6,RIC_7,CHO_8,ROA_9,RIC_10,ROA_11,RIC_12,ROA_13,,
